1464536555.583 2016-05-29 15:42:35 UTC 11259  [574b0deb.2bfb:1] LOG:  database system was shut down at 2016-05-29 15:42:20 UTC
1464651179.531 2016-05-30 23:32:59 UTC 11260  [574b0deb.2bfc:976] LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 58 removed, 0 recycled; write=0.077 s, sync=0.000 s, total=0.400 s; sync files=3, longest=0.000 s, average=0.000 s; distance=2 kB, estimate=5514840 kB
1464651179.803 2016-05-30 23:32:59 UTC 11260  [574b0deb.2bfc:977] LOG:  checkpoint starting: immediate force wait
1464651179.887 2016-05-30 23:32:59 UTC 11260  [574b0deb.2bfc:978] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.081 s, sync=0.000 s, total=0.084 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=4963356 kB
1464651779.208 2016-05-30 23:42:59 UTC 11260  [574b0deb.2bfc:979] LOG:  checkpoint starting: time
1464652079.075 2016-05-30 23:47:59 UTC 11260  [574b0deb.2bfc:980] LOG:  checkpoint complete: wrote 2078 buffers (0.1%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=299.845 s, sync=0.015 s, total=299.867 s; sync files=105, longest=0.008 s, average=0.000 s; distance=27005 kB, estimate=4469721 kB
1464656580.991 2016-05-31 01:03:00 UTC 11260  [574b0deb.2bfc:981] LOG:  checkpoint starting: time
1464656880.156 2016-05-31 01:08:00 UTC 11260  [574b0deb.2bfc:982] LOG:  checkpoint complete: wrote 5676 buffers (0.3%); 0 transaction log file(s) added, 2 removed, 0 recycled; write=298.889 s, sync=0.008 s, total=299.176 s; sync files=450, longest=0.000 s, average=0.000 s; distance=822459 kB, estimate=4104995 kB
1464657180.535 2016-05-31 01:13:00 UTC 11260  [574b0deb.2bfc:983] LOG:  checkpoint starting: time
1464657480.307 2016-05-31 01:18:00 UTC 11260  [574b0deb.2bfc:984] LOG:  checkpoint complete: wrote 7045 buffers (0.3%); 0 transaction log file(s) added, 50 removed, 0 recycled; write=299.458 s, sync=0.020 s, total=299.772 s; sync files=194, longest=0.011 s, average=0.000 s; distance=1604373 kB, estimate=3854933 kB
1464657780.301 2016-05-31 01:23:00 UTC 11260  [574b0deb.2bfc:985] LOG:  checkpoint starting: time
1464658080.800 2016-05-31 01:28:00 UTC 11260  [574b0deb.2bfc:986] LOG:  checkpoint complete: wrote 7282 buffers (0.3%); 0 transaction log file(s) added, 98 removed, 0 recycled; write=299.468 s, sync=0.191 s, total=300.499 s; sync files=77, longest=0.190 s, average=0.002 s; distance=1184151 kB, estimate=3587855 kB
1464660640.182 2016-05-31 02:10:40 UTC 11263  [574b0deb.2bff:19] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464660650.288 2016-05-31 02:10:50 UTC 19567  [574cf2a0.4c6f:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464660655.182 2016-05-31 02:10:55 UTC 11263  [574b0deb.2bff:20] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464660688.350 2016-05-31 02:11:28 UTC 19583  [574cf2c6.4c7f:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464660721.115 2016-05-31 02:12:01 UTC 19591  [574cf2e7.4c87:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464660730.205 2016-05-31 02:12:10 UTC 11263  [574b0deb.2bff:21] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464660745.201 2016-05-31 02:12:25 UTC 11263  [574b0deb.2bff:22] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464660755.307 2016-05-31 02:12:35 UTC 19606  [574cf309.4c96:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464660760.194 2016-05-31 02:12:40 UTC 11263  [574b0deb.2bff:23] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464660770.309 2016-05-31 02:12:50 UTC 19609  [574cf318.4c99:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464660775.286 2016-05-31 02:12:55 UTC 11263  [574b0deb.2bff:24] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464660781.302 2016-05-31 02:13:01 UTC 11260  [574b0deb.2bfc:987] LOG:  checkpoint starting: time
1464660785.393 2016-05-31 02:13:05 UTC 19614  [574cf327.4c9e:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464660797.897 2016-05-31 02:13:17 UTC 11260  [574b0deb.2bfc:988] LOG:  checkpoint complete: wrote 8 buffers (0.0%); 0 transaction log file(s) added, 72 removed, 0 recycled; write=0.888 s, sync=6.062 s, total=16.595 s; sync files=7, longest=6.061 s, average=0.866 s; distance=12 kB, estimate=3229070 kB
1464660820.206 2016-05-31 02:13:40 UTC 11263  [574b0deb.2bff:25] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464660830.311 2016-05-31 02:13:50 UTC 19631  [574cf354.4caf:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464661180.270 2016-05-31 02:19:40 UTC 11263  [574b0deb.2bff:26] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464661255.396 2016-05-31 02:20:55 UTC 19791  [574cf4fd.4d4f:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464661502.265 2016-05-31 02:25:02 UTC 11260  [574b0deb.2bfc:989] LOG:  checkpoint starting: immediate force wait
1464661502.361 2016-05-31 02:25:02 UTC 11260  [574b0deb.2bfc:990] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.093 s, sync=0.000 s, total=0.096 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2906163 kB
1464662102.461 2016-05-31 02:35:02 UTC 11260  [574b0deb.2bfc:991] LOG:  checkpoint starting: time
1464662102.900 2016-05-31 02:35:02 UTC 11260  [574b0deb.2bfc:992] LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.383 s, sync=0.012 s, total=0.438 s; sync files=4, longest=0.012 s, average=0.003 s; distance=12 kB, estimate=2615548 kB
1464662402.541 2016-05-31 02:40:02 UTC 11260  [574b0deb.2bfc:993] LOG:  checkpoint starting: immediate force wait
1464662402.621 2016-05-31 02:40:02 UTC 11260  [574b0deb.2bfc:994] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.078 s, sync=0.000 s, total=0.080 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2353993 kB
1464663002.723 2016-05-31 02:50:02 UTC 11260  [574b0deb.2bfc:995] LOG:  checkpoint starting: time
1464663302.096 2016-05-31 02:55:02 UTC 11260  [574b0deb.2bfc:996] LOG:  checkpoint complete: wrote 826026 buffers (39.4%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=299.281 s, sync=0.011 s, total=299.373 s; sync files=531, longest=0.001 s, average=0.000 s; distance=6421468 kB, estimate=6421468 kB
1464663602.198 2016-05-31 03:00:02 UTC 11260  [574b0deb.2bfc:997] LOG:  checkpoint starting: time
1464663902.546 2016-05-31 03:05:02 UTC 11260  [574b0deb.2bfc:998] LOG:  checkpoint complete: wrote 768490 buffers (36.6%); 0 transaction log file(s) added, 0 removed, 392 recycled; write=299.885 s, sync=0.020 s, total=300.347 s; sync files=525, longest=0.008 s, average=0.000 s; distance=5997938 kB, estimate=6379115 kB
1464664202.648 2016-05-31 03:10:02 UTC 11260  [574b0deb.2bfc:999] LOG:  checkpoint starting: time
1464664235.502 2016-05-31 03:10:35 UTC 11260  [574b0deb.2bfc:1000] LOG:  checkpoint complete: wrote 772178 buffers (36.8%); 0 transaction log file(s) added, 0 removed, 366 recycled; write=32.344 s, sync=0.003 s, total=32.854 s; sync files=525, longest=0.000 s, average=0.000 s; distance=6025770 kB, estimate=6343780 kB
1464664235.504 2016-05-31 03:10:35 UTC 11260  [574b0deb.2bfc:1001] LOG:  checkpoint starting: immediate force wait
1464664236.309 2016-05-31 03:10:36 UTC 11260  [574b0deb.2bfc:1002] LOG:  checkpoint complete: wrote 426 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 368 recycled; write=0.090 s, sync=0.001 s, total=0.804 s; sync files=130, longest=0.000 s, average=0.000 s; distance=2715 kB, estimate=5709674 kB
1464664291.810 2016-05-31 03:11:31 UTC 21064  [574d00d9.5248:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464664363.150 2016-05-31 03:12:43 UTC 21088  [574d0121.5260:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464664576.488 2016-05-31 03:16:16 UTC 21170  [574d01f6.52b2:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464664835.421 2016-05-31 03:20:35 UTC 11260  [574b0deb.2bfc:1003] LOG:  checkpoint starting: time
1464665135.067 2016-05-31 03:25:35 UTC 11260  [574b0deb.2bfc:1004] LOG:  checkpoint complete: wrote 3817 buffers (0.2%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=299.267 s, sync=0.032 s, total=299.645 s; sync files=525, longest=0.002 s, average=0.000 s; distance=842729 kB, estimate=5222979 kB
1464665136.971 2016-05-31 03:25:36 UTC 11260  [574b0deb.2bfc:1005] LOG:  checkpoint starting: immediate force wait
1464665137.781 2016-05-31 03:25:37 UTC 11260  [574b0deb.2bfc:1006] LOG:  checkpoint complete: wrote 19484 buffers (0.9%); 0 transaction log file(s) added, 52 removed, 0 recycled; write=0.722 s, sync=0.011 s, total=0.809 s; sync files=512, longest=0.005 s, average=0.000 s; distance=393894 kB, estimate=4740071 kB
1464665227.856 2016-05-31 03:27:07 UTC 11260  [574b0deb.2bfc:1007] LOG:  checkpoint starting: xlog
1464665312.208 2016-05-31 03:28:32 UTC 11260  [574b0deb.2bfc:1008] LOG:  checkpoint complete: wrote 867122 buffers (41.3%); 0 transaction log file(s) added, 0 removed, 24 recycled; write=84.253 s, sync=0.048 s, total=84.351 s; sync files=530, longest=0.022 s, average=0.000 s; distance=6696015 kB, estimate=6696015 kB
1464665357.140 2016-05-31 03:29:17 UTC 11260  [574b0deb.2bfc:1009] LOG:  checkpoint starting: xlog
1464665450.030 2016-05-31 03:30:50 UTC 11260  [574b0deb.2bfc:1010] LOG:  checkpoint complete: wrote 859632 buffers (41.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=92.248 s, sync=0.018 s, total=92.889 s; sync files=527, longest=0.004 s, average=0.000 s; distance=6701009 kB, estimate=6701009 kB
1464665497.782 2016-05-31 03:31:37 UTC 11260  [574b0deb.2bfc:1011] LOG:  checkpoint starting: xlog
1464665575.609 2016-05-31 03:32:55 UTC 11260  [574b0deb.2bfc:1012] LOG:  checkpoint complete: wrote 727251 buffers (34.7%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=77.227 s, sync=0.019 s, total=77.826 s; sync files=525, longest=0.006 s, average=0.000 s; distance=6701066 kB, estimate=6701066 kB
1464665620.473 2016-05-31 03:33:40 UTC 11260  [574b0deb.2bfc:1013] LOG:  checkpoint starting: xlog
1464665712.644 2016-05-31 03:35:12 UTC 11260  [574b0deb.2bfc:1014] LOG:  checkpoint complete: wrote 861261 buffers (41.1%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=91.602 s, sync=0.036 s, total=92.171 s; sync files=527, longest=0.019 s, average=0.000 s; distance=6701010 kB, estimate=6701060 kB
1464665757.473 2016-05-31 03:35:57 UTC 11260  [574b0deb.2bfc:1015] LOG:  checkpoint starting: xlog
1464665838.228 2016-05-31 03:37:18 UTC 11260  [574b0deb.2bfc:1016] LOG:  checkpoint complete: wrote 785270 buffers (37.4%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=80.174 s, sync=0.063 s, total=80.755 s; sync files=526, longest=0.026 s, average=0.000 s; distance=6701085 kB, estimate=6701085 kB
1464665883.843 2016-05-31 03:38:03 UTC 11260  [574b0deb.2bfc:1017] LOG:  checkpoint starting: xlog
1464665967.691 2016-05-31 03:39:27 UTC 11260  [574b0deb.2bfc:1018] LOG:  checkpoint complete: wrote 859833 buffers (41.0%); 0 transaction log file(s) added, 1 removed, 408 recycled; write=83.079 s, sync=0.223 s, total=83.847 s; sync files=524, longest=0.188 s, average=0.000 s; distance=6701086 kB, estimate=6701086 kB
1464666013.198 2016-05-31 03:40:13 UTC 11260  [574b0deb.2bfc:1019] LOG:  checkpoint starting: xlog
1464666090.411 2016-05-31 03:41:30 UTC 11260  [574b0deb.2bfc:1020] LOG:  checkpoint complete: wrote 854884 buffers (40.8%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=76.713 s, sync=0.014 s, total=77.213 s; sync files=527, longest=0.004 s, average=0.000 s; distance=6701032 kB, estimate=6701081 kB
1464666136.735 2016-05-31 03:42:16 UTC 11260  [574b0deb.2bfc:1021] LOG:  checkpoint starting: xlog
1464666220.044 2016-05-31 03:43:40 UTC 11260  [574b0deb.2bfc:1022] LOG:  checkpoint complete: wrote 859972 buffers (41.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=82.655 s, sync=0.016 s, total=83.308 s; sync files=527, longest=0.003 s, average=0.000 s; distance=6701077 kB, estimate=6701080 kB
1464666265.174 2016-05-31 03:44:25 UTC 11260  [574b0deb.2bfc:1023] LOG:  checkpoint starting: xlog
1464666345.280 2016-05-31 03:45:45 UTC 11260  [574b0deb.2bfc:1024] LOG:  checkpoint complete: wrote 857685 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=79.606 s, sync=0.018 s, total=80.106 s; sync files=528, longest=0.003 s, average=0.000 s; distance=6701048 kB, estimate=6701077 kB
1464666390.567 2016-05-31 03:46:30 UTC 11260  [574b0deb.2bfc:1025] LOG:  checkpoint starting: xlog
1464666464.588 2016-05-31 03:47:44 UTC 11260  [574b0deb.2bfc:1026] LOG:  checkpoint complete: wrote 858458 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=73.437 s, sync=0.022 s, total=74.020 s; sync files=526, longest=0.005 s, average=0.000 s; distance=6701048 kB, estimate=6701074 kB
1464666509.876 2016-05-31 03:48:29 UTC 11260  [574b0deb.2bfc:1027] LOG:  checkpoint starting: xlog
1464666593.863 2016-05-31 03:49:53 UTC 11260  [574b0deb.2bfc:1028] LOG:  checkpoint complete: wrote 859035 buffers (41.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=83.427 s, sync=0.028 s, total=83.987 s; sync files=528, longest=0.004 s, average=0.000 s; distance=6701052 kB, estimate=6701072 kB
1464666638.802 2016-05-31 03:50:38 UTC 11260  [574b0deb.2bfc:1029] LOG:  checkpoint starting: xlog
1464666718.556 2016-05-31 03:51:58 UTC 11260  [574b0deb.2bfc:1030] LOG:  checkpoint complete: wrote 858366 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=79.179 s, sync=0.049 s, total=79.754 s; sync files=526, longest=0.017 s, average=0.000 s; distance=6701042 kB, estimate=6701069 kB
1464666763.946 2016-05-31 03:52:43 UTC 11260  [574b0deb.2bfc:1031] LOG:  checkpoint starting: xlog
1464666841.500 2016-05-31 03:54:01 UTC 11260  [574b0deb.2bfc:1032] LOG:  checkpoint complete: wrote 861015 buffers (41.1%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=76.941 s, sync=0.016 s, total=77.553 s; sync files=526, longest=0.004 s, average=0.000 s; distance=6701094 kB, estimate=6701094 kB
1464666887.123 2016-05-31 03:54:47 UTC 11260  [574b0deb.2bfc:1033] LOG:  checkpoint starting: xlog
1464666954.583 2016-05-31 03:55:54 UTC 11260  [574b0deb.2bfc:1034] LOG:  checkpoint complete: wrote 858257 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=66.946 s, sync=0.006 s, total=67.459 s; sync files=529, longest=0.001 s, average=0.000 s; distance=6700969 kB, estimate=6701081 kB
1464666954.584 2016-05-31 03:55:54 UTC 11260  [574b0deb.2bfc:1035] LOG:  checkpoint starting: immediate force wait
1464666962.207 2016-05-31 03:56:02 UTC 11260  [574b0deb.2bfc:1036] LOG:  checkpoint complete: wrote 235704 buffers (11.2%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=6.773 s, sync=0.004 s, total=7.622 s; sync files=524, longest=0.000 s, average=0.000 s; distance=1856040 kB, estimate=6216577 kB
1464667095.479 2016-05-31 03:58:15 UTC 22153  [574d0bcd.5689:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464667554.357 2016-05-31 04:05:54 UTC 11260  [574b0deb.2bfc:1037] LOG:  checkpoint starting: time
1464667859.061 2016-05-31 04:10:59 UTC 11260  [574b0deb.2bfc:1038] LOG:  checkpoint complete: wrote 25338 buffers (1.2%); 0 transaction log file(s) added, 4 removed, 109 recycled; write=301.063 s, sync=2.919 s, total=304.704 s; sync files=525, longest=2.734 s, average=0.005 s; distance=4706392 kB, estimate=6065558 kB
1464667862.854 2016-05-31 04:11:02 UTC 11260  [574b0deb.2bfc:1039] LOG:  checkpoint starting: immediate force wait
1464667866.951 2016-05-31 04:11:06 UTC 11260  [574b0deb.2bfc:1040] LOG:  checkpoint complete: wrote 111937 buffers (5.3%); 0 transaction log file(s) added, 68 removed, 219 recycled; write=3.527 s, sync=0.013 s, total=4.096 s; sync files=513, longest=0.006 s, average=0.000 s; distance=2031888 kB, estimate=5662191 kB
1464667951.409 2016-05-31 04:12:31 UTC 11260  [574b0deb.2bfc:1041] LOG:  checkpoint starting: xlog
1464668037.855 2016-05-31 04:13:57 UTC 11260  [574b0deb.2bfc:1042] LOG:  checkpoint complete: wrote 864523 buffers (41.2%); 0 transaction log file(s) added, 0 removed, 124 recycled; write=86.155 s, sync=0.010 s, total=86.446 s; sync files=532, longest=0.003 s, average=0.000 s; distance=6692168 kB, estimate=6692168 kB
1464668081.134 2016-05-31 04:14:41 UTC 11260  [574b0deb.2bfc:1043] LOG:  checkpoint starting: xlog
1464668161.951 2016-05-31 04:16:01 UTC 11260  [574b0deb.2bfc:1044] LOG:  checkpoint complete: wrote 858399 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=80.054 s, sync=0.033 s, total=80.817 s; sync files=528, longest=0.008 s, average=0.000 s; distance=6701037 kB, estimate=6701037 kB
1464668202.813 2016-05-31 04:16:42 UTC 11260  [574b0deb.2bfc:1045] LOG:  checkpoint starting: xlog
1464668283.458 2016-05-31 04:18:03 UTC 11260  [574b0deb.2bfc:1046] LOG:  checkpoint complete: wrote 756451 buffers (36.1%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=80.081 s, sync=0.034 s, total=80.644 s; sync files=528, longest=0.023 s, average=0.000 s; distance=6701004 kB, estimate=6701034 kB
1464668326.779 2016-05-31 04:18:46 UTC 11260  [574b0deb.2bfc:1047] LOG:  checkpoint starting: xlog
1464668416.766 2016-05-31 04:20:16 UTC 11260  [574b0deb.2bfc:1048] LOG:  checkpoint complete: wrote 859119 buffers (41.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=89.288 s, sync=0.027 s, total=89.987 s; sync files=529, longest=0.006 s, average=0.000 s; distance=6701127 kB, estimate=6701127 kB
