1464698282.799 2016-05-31 12:38:02 UTC 3336  [574d85aa.d08:1] LOG:  database system was shut down at 2016-05-31 12:37:50 UTC
1464814092.663 2016-06-01 20:48:12 UTC 3337  [574d85aa.d09:1056] LOG:  checkpoint complete: wrote 849597 buffers (40.5%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=70.320 s, sync=0.013 s, total=71.062 s; sync files=529, longest=0.004 s, average=0.000 s; distance=6700830 kB, estimate=6701243 kB
1464814131.764 2016-06-01 20:48:51 UTC 3337  [574d85aa.d09:1057] LOG:  checkpoint starting: xlog
1464814202.648 2016-06-01 20:50:02 UTC 3337  [574d85aa.d09:1058] LOG:  checkpoint complete: wrote 845517 buffers (40.3%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=69.622 s, sync=0.026 s, total=70.884 s; sync files=529, longest=0.008 s, average=0.000 s; distance=6701237 kB, estimate=6701243 kB
1464814242.081 2016-06-01 20:50:42 UTC 3337  [574d85aa.d09:1059] LOG:  checkpoint starting: xlog
1464814310.202 2016-06-01 20:51:50 UTC 3337  [574d85aa.d09:1060] LOG:  checkpoint complete: wrote 843293 buffers (40.2%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=67.078 s, sync=0.026 s, total=68.120 s; sync files=532, longest=0.005 s, average=0.000 s; distance=6700879 kB, estimate=6701206 kB
1464814349.726 2016-06-01 20:52:29 UTC 3337  [574d85aa.d09:1061] LOG:  checkpoint starting: xlog
1464814373.721 2016-06-01 20:52:53 UTC 30154  [574f4b05.75ca:1] FATAL:  terminating autovacuum process due to administrator command
1464814375.810 2016-06-01 20:52:55 UTC 3337  [574d85aa.d09:1062] LOG:  checkpoint complete: wrote 349536 buffers (16.7%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=25.514 s, sync=0.000 s, total=26.083 s; sync files=0, longest=0.000 s, average=0.000 s; distance=6701066 kB, estimate=6701192 kB
1464814375.811 2016-06-01 20:52:55 UTC 3337  [574d85aa.d09:1063] LOG:  checkpoint starting: immediate force wait
1464814376.762 2016-06-01 20:52:56 UTC 3337  [574d85aa.d09:1064] LOG:  checkpoint complete: wrote 1 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=0.052 s, sync=0.000 s, total=0.950 s; sync files=1, longest=0.000 s, average=0.000 s; distance=1375499 kB, estimate=6168623 kB
1464814454.285 2016-06-01 20:54:14 UTC 3337  [574d85aa.d09:1065] LOG:  checkpoint starting: immediate force wait flush-all
1464814454.451 2016-06-01 20:54:14 UTC 3337  [574d85aa.d09:1066] LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 83 removed, 0 recycled; write=0.059 s, sync=0.000 s, total=0.166 s; sync files=3, longest=0.000 s, average=0.000 s; distance=2 kB, estimate=5551761 kB
1464814454.571 2016-06-01 20:54:14 UTC 3337  [574d85aa.d09:1067] LOG:  checkpoint starting: immediate force wait
1464814454.621 2016-06-01 20:54:14 UTC 3337  [574d85aa.d09:1068] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.048 s, sync=0.000 s, total=0.050 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=4996585 kB
1464815054.957 2016-06-01 21:04:14 UTC 3337  [574d85aa.d09:1069] LOG:  checkpoint starting: time
1464815354.077 2016-06-01 21:09:14 UTC 3337  [574d85aa.d09:1070] LOG:  checkpoint complete: wrote 2078 buffers (0.1%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=299.106 s, sync=0.011 s, total=299.120 s; sync files=92, longest=0.008 s, average=0.000 s; distance=27005 kB, estimate=4499627 kB
1464820454.605 2016-06-01 22:34:14 UTC 3337  [574d85aa.d09:1071] LOG:  checkpoint starting: time
1464820754.105 2016-06-01 22:39:14 UTC 3337  [574d85aa.d09:1072] LOG:  checkpoint complete: wrote 4343 buffers (0.2%); 0 transaction log file(s) added, 2 removed, 0 recycled; write=299.395 s, sync=0.009 s, total=299.502 s; sync files=450, longest=0.001 s, average=0.000 s; distance=519247 kB, estimate=4101589 kB
1464821055.021 2016-06-01 22:44:15 UTC 3337  [574d85aa.d09:1073] LOG:  checkpoint starting: time
1464821355.102 2016-06-01 22:49:15 UTC 3337  [574d85aa.d09:1074] LOG:  checkpoint complete: wrote 7776 buffers (0.4%); 0 transaction log file(s) added, 32 removed, 0 recycled; write=299.972 s, sync=0.005 s, total=300.080 s; sync files=203, longest=0.000 s, average=0.000 s; distance=1770855 kB, estimate=3868516 kB
1464821656.121 2016-06-01 22:54:16 UTC 3337  [574d85aa.d09:1075] LOG:  checkpoint starting: time
1464821956.151 2016-06-01 22:59:16 UTC 3337  [574d85aa.d09:1076] LOG:  checkpoint complete: wrote 7884 buffers (0.4%); 0 transaction log file(s) added, 108 removed, 0 recycled; write=299.935 s, sync=0.001 s, total=300.030 s; sync files=89, longest=0.000 s, average=0.000 s; distance=1320882 kB, estimate=3613752 kB
1464824656.413 2016-06-01 23:44:16 UTC 3337  [574d85aa.d09:1077] LOG:  checkpoint starting: time
1464824656.919 2016-06-01 23:44:16 UTC 3337  [574d85aa.d09:1078] LOG:  checkpoint complete: wrote 2 buffers (0.0%); 0 transaction log file(s) added, 81 removed, 0 recycled; write=0.259 s, sync=0.001 s, total=0.505 s; sync files=7, longest=0.001 s, average=0.000 s; distance=12 kB, estimate=3252378 kB
1464825253.359 2016-06-01 23:54:13 UTC 3337  [574d85aa.d09:1079] LOG:  checkpoint starting: immediate force wait
1464825253.457 2016-06-01 23:54:13 UTC 3337  [574d85aa.d09:1080] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.096 s, sync=0.000 s, total=0.098 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2927140 kB
1464825853.558 2016-06-02 00:04:13 UTC 3337  [574d85aa.d09:1081] LOG:  checkpoint starting: time
1464825853.927 2016-06-02 00:04:13 UTC 3337  [574d85aa.d09:1082] LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.365 s, sync=0.000 s, total=0.369 s; sync files=4, longest=0.000 s, average=0.000 s; distance=12 kB, estimate=2634427 kB
1464826153.649 2016-06-02 00:09:13 UTC 3337  [574d85aa.d09:1083] LOG:  checkpoint starting: immediate force wait
1464826153.716 2016-06-02 00:09:13 UTC 3337  [574d85aa.d09:1084] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.065 s, sync=0.000 s, total=0.066 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2370985 kB
1464826644.835 2016-06-02 00:17:24 UTC 3337  [574d85aa.d09:1085] LOG:  checkpoint starting: xlog
1464826917.468 2016-06-02 00:21:57 UTC 3337  [574d85aa.d09:1086] LOG:  checkpoint complete: wrote 862092 buffers (41.1%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=272.607 s, sync=0.006 s, total=272.632 s; sync files=531, longest=0.000 s, average=0.000 s; distance=6700818 kB, estimate=6700818 kB
1464827173.999 2016-06-02 00:26:13 UTC 3337  [574d85aa.d09:1087] LOG:  checkpoint starting: xlog
1464827461.127 2016-06-02 00:31:01 UTC 3337  [574d85aa.d09:1088] LOG:  checkpoint complete: wrote 858120 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=286.728 s, sync=0.015 s, total=287.127 s; sync files=526, longest=0.001 s, average=0.000 s; distance=6701052 kB, estimate=6701052 kB
1464827716.830 2016-06-02 00:35:16 UTC 3337  [574d85aa.d09:1089] LOG:  checkpoint starting: xlog
1464827957.537 2016-06-02 00:39:17 UTC 3337  [574d85aa.d09:1090] LOG:  checkpoint complete: wrote 743362 buffers (35.4%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=240.189 s, sync=0.008 s, total=240.707 s; sync files=526, longest=0.001 s, average=0.000 s; distance=6701057 kB, estimate=6701057 kB
1464827957.538 2016-06-02 00:39:17 UTC 3337  [574d85aa.d09:1091] LOG:  checkpoint starting: immediate force wait
1464827968.576 2016-06-02 00:39:28 UTC 3337  [574d85aa.d09:1092] LOG:  checkpoint complete: wrote 356495 buffers (17.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=10.212 s, sync=0.003 s, total=11.037 s; sync files=524, longest=0.000 s, average=0.000 s; distance=2796980 kB, estimate=6310649 kB
1464827969.748 2016-06-02 00:39:29 UTC 40592  [574f803d.9e90:1] ERROR:  canceling autovacuum task
1464827969.748 2016-06-02 00:39:29 UTC 40592  [574f803d.9e90:2] CONTEXT:  automatic analyze of table "pgbench.public.pgbench_tellers"
1464828557.689 2016-06-02 00:49:17 UTC 3337  [574d85aa.d09:1093] LOG:  checkpoint starting: time
1464828857.583 2016-06-02 00:54:17 UTC 3337  [574d85aa.d09:1094] LOG:  checkpoint complete: wrote 4728 buffers (0.2%); 0 transaction log file(s) added, 49 removed, 121 recycled; write=299.346 s, sync=0.033 s, total=299.894 s; sync files=525, longest=0.002 s, average=0.000 s; distance=1128342 kB, estimate=5792418 kB
1464828870.233 2016-06-02 00:54:30 UTC 3337  [574d85aa.d09:1095] LOG:  checkpoint starting: immediate force wait
1464828871.182 2016-06-02 00:54:31 UTC 3337  [574d85aa.d09:1096] LOG:  checkpoint complete: wrote 24354 buffers (1.2%); 0 transaction log file(s) added, 69 removed, 0 recycled; write=0.866 s, sync=0.012 s, total=0.948 s; sync files=511, longest=0.006 s, average=0.000 s; distance=540135 kB, estimate=5267190 kB
1464828936.432 2016-06-02 00:55:36 UTC 3337  [574d85aa.d09:1097] LOG:  checkpoint starting: xlog
1464828988.551 2016-06-02 00:56:28 UTC 3337  [574d85aa.d09:1098] LOG:  checkpoint complete: wrote 866154 buffers (41.3%); 0 transaction log file(s) added, 0 removed, 33 recycled; write=52.040 s, sync=0.018 s, total=52.119 s; sync files=531, longest=0.005 s, average=0.000 s; distance=6692229 kB, estimate=6692229 kB
1464829022.418 2016-06-02 00:57:02 UTC 3337  [574d85aa.d09:1099] LOG:  checkpoint starting: xlog
1464829077.611 2016-06-02 00:57:57 UTC 3337  [574d85aa.d09:1100] LOG:  checkpoint complete: wrote 860244 buffers (41.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=54.670 s, sync=0.012 s, total=55.193 s; sync files=527, longest=0.003 s, average=0.000 s; distance=6700964 kB, estimate=6700964 kB
1464829110.548 2016-06-02 00:58:30 UTC 3337  [574d85aa.d09:1101] LOG:  checkpoint starting: xlog
1464829161.301 2016-06-02 00:59:21 UTC 3337  [574d85aa.d09:1102] LOG:  checkpoint complete: wrote 856444 buffers (40.8%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=50.273 s, sync=0.020 s, total=50.753 s; sync files=527, longest=0.005 s, average=0.000 s; distance=6701076 kB, estimate=6701076 kB
1464829194.498 2016-06-02 00:59:54 UTC 3337  [574d85aa.d09:1103] LOG:  checkpoint starting: xlog
1464829248.464 2016-06-02 01:00:48 UTC 3337  [574d85aa.d09:1104] LOG:  checkpoint complete: wrote 859600 buffers (41.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=53.369 s, sync=0.017 s, total=53.965 s; sync files=527, longest=0.003 s, average=0.000 s; distance=6700989 kB, estimate=6701067 kB
1464829284.051 2016-06-02 01:01:24 UTC 3337  [574d85aa.d09:1105] LOG:  checkpoint starting: xlog
1464829336.471 2016-06-02 01:02:16 UTC 3337  [574d85aa.d09:1106] LOG:  checkpoint complete: wrote 820936 buffers (39.1%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=51.905 s, sync=0.020 s, total=52.420 s; sync files=528, longest=0.007 s, average=0.000 s; distance=6701095 kB, estimate=6701095 kB
1464829372.557 2016-06-02 01:02:52 UTC 3337  [574d85aa.d09:1107] LOG:  checkpoint starting: xlog
1464829425.814 2016-06-02 01:03:45 UTC 3337  [574d85aa.d09:1108] LOG:  checkpoint complete: wrote 860024 buffers (41.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=52.760 s, sync=0.017 s, total=53.256 s; sync files=527, longest=0.004 s, average=0.000 s; distance=6701044 kB, estimate=6701090 kB
1464829460.711 2016-06-02 01:04:20 UTC 3337  [574d85aa.d09:1109] LOG:  checkpoint starting: xlog
1464829512.530 2016-06-02 01:05:12 UTC 3337  [574d85aa.d09:1110] LOG:  checkpoint complete: wrote 853199 buffers (40.7%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=51.420 s, sync=0.020 s, total=51.819 s; sync files=526, longest=0.006 s, average=0.000 s; distance=6701074 kB, estimate=6701088 kB
1464829548.066 2016-06-02 01:05:48 UTC 3337  [574d85aa.d09:1111] LOG:  checkpoint starting: xlog
1464829600.956 2016-06-02 01:06:40 UTC 3337  [574d85aa.d09:1112] LOG:  checkpoint complete: wrote 857708 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=52.403 s, sync=0.022 s, total=52.890 s; sync files=531, longest=0.004 s, average=0.000 s; distance=6701066 kB, estimate=6701086 kB
1464829636.026 2016-06-02 01:07:16 UTC 3337  [574d85aa.d09:1113] LOG:  checkpoint starting: xlog
1464829688.016 2016-06-02 01:08:08 UTC 3337  [574d85aa.d09:1114] LOG:  checkpoint complete: wrote 858945 buffers (41.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=51.438 s, sync=0.023 s, total=51.989 s; sync files=527, longest=0.006 s, average=0.000 s; distance=6701044 kB, estimate=6701082 kB
1464829722.564 2016-06-02 01:08:42 UTC 3337  [574d85aa.d09:1115] LOG:  checkpoint starting: xlog
1464829776.098 2016-06-02 01:09:36 UTC 3337  [574d85aa.d09:1116] LOG:  checkpoint complete: wrote 860572 buffers (41.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=53.054 s, sync=0.022 s, total=53.534 s; sync files=528, longest=0.004 s, average=0.000 s; distance=6701040 kB, estimate=6701077 kB
1464829811.177 2016-06-02 01:10:11 UTC 3337  [574d85aa.d09:1117] LOG:  checkpoint starting: xlog
1464829865.683 2016-06-02 01:11:05 UTC 3337  [574d85aa.d09:1118] LOG:  checkpoint complete: wrote 859258 buffers (41.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=53.944 s, sync=0.012 s, total=54.506 s; sync files=527, longest=0.002 s, average=0.000 s; distance=6701080 kB, estimate=6701080 kB
1464829901.447 2016-06-02 01:11:41 UTC 3337  [574d85aa.d09:1119] LOG:  checkpoint starting: xlog
1464829955.074 2016-06-02 01:12:35 UTC 3337  [574d85aa.d09:1120] LOG:  checkpoint complete: wrote 859352 buffers (41.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=53.104 s, sync=0.020 s, total=53.627 s; sync files=529, longest=0.005 s, average=0.000 s; distance=6701031 kB, estimate=6701075 kB
1464829990.042 2016-06-02 01:13:10 UTC 3337  [574d85aa.d09:1121] LOG:  checkpoint starting: xlog
1464830044.850 2016-06-02 01:14:04 UTC 3337  [574d85aa.d09:1122] LOG:  checkpoint complete: wrote 860735 buffers (41.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=54.297 s, sync=0.021 s, total=54.808 s; sync files=526, longest=0.003 s, average=0.000 s; distance=6701060 kB, estimate=6701074 kB
1464830081.596 2016-06-02 01:14:41 UTC 3337  [574d85aa.d09:1123] LOG:  checkpoint starting: xlog
1464830136.091 2016-06-02 01:15:36 UTC 3337  [574d85aa.d09:1124] LOG:  checkpoint complete: wrote 857779 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=53.864 s, sync=0.019 s, total=54.495 s; sync files=527, longest=0.006 s, average=0.000 s; distance=6701070 kB, estimate=6701073 kB
1464830172.317 2016-06-02 01:16:12 UTC 3337  [574d85aa.d09:1125] LOG:  checkpoint starting: xlog
1464830225.844 2016-06-02 01:17:05 UTC 3337  [574d85aa.d09:1126] LOG:  checkpoint complete: wrote 861619 buffers (41.1%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=53.035 s, sync=0.021 s, total=53.526 s; sync files=529, longest=0.006 s, average=0.000 s; distance=6701057 kB, estimate=6701072 kB
1464830261.766 2016-06-02 01:17:41 UTC 3337  [574d85aa.d09:1127] LOG:  checkpoint starting: xlog
1464830317.176 2016-06-02 01:18:37 UTC 3337  [574d85aa.d09:1128] LOG:  checkpoint complete: wrote 857824 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=54.916 s, sync=0.012 s, total=55.409 s; sync files=529, longest=0.001 s, average=0.000 s; distance=6701019 kB, estimate=6701067 kB
1464830353.970 2016-06-02 01:19:13 UTC 3337  [574d85aa.d09:1129] LOG:  checkpoint starting: xlog
1464830407.109 2016-06-02 01:20:07 UTC 3337  [574d85aa.d09:1130] LOG:  checkpoint complete: wrote 861621 buffers (41.1%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=52.742 s, sync=0.010 s, total=53.139 s; sync files=529, longest=0.001 s, average=0.000 s; distance=6701132 kB, estimate=6701132 kB
1464830442.231 2016-06-02 01:20:42 UTC 3337  [574d85aa.d09:1131] LOG:  checkpoint starting: xlog
1464830495.658 2016-06-02 01:21:35 UTC 3337  [574d85aa.d09:1132] LOG:  checkpoint complete: wrote 856158 buffers (40.8%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=52.876 s, sync=0.025 s, total=53.427 s; sync files=529, longest=0.005 s, average=0.000 s; distance=6700958 kB, estimate=6701115 kB
1464830529.986 2016-06-02 01:22:09 UTC 3337  [574d85aa.d09:1133] LOG:  checkpoint starting: xlog
1464830589.642 2016-06-02 01:23:09 UTC 3337  [574d85aa.d09:1134] LOG:  checkpoint complete: wrote 861057 buffers (41.1%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=59.228 s, sync=0.010 s, total=59.656 s; sync files=529, longest=0.002 s, average=0.000 s; distance=6701088 kB, estimate=6701112 kB
1464830626.116 2016-06-02 01:23:46 UTC 3337  [574d85aa.d09:1135] LOG:  checkpoint starting: xlog
1464830681.526 2016-06-02 01:24:41 UTC 3337  [574d85aa.d09:1136] LOG:  checkpoint complete: wrote 857310 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=54.847 s, sync=0.010 s, total=55.409 s; sync files=527, longest=0.004 s, average=0.000 s; distance=6701133 kB, estimate=6701133 kB
1464830681.528 2016-06-02 01:24:41 UTC 3337  [574d85aa.d09:1137] LOG:  checkpoint starting: immediate force wait
1464830695.480 2016-06-02 01:24:55 UTC 3337  [574d85aa.d09:1138] LOG:  checkpoint complete: wrote 291739 buffers (13.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=13.189 s, sync=0.004 s, total=13.951 s; sync files=527, longest=0.000 s, average=0.000 s; distance=2285395 kB, estimate=6259559 kB
1464831281.625 2016-06-02 01:34:41 UTC 3337  [574d85aa.d09:1139] LOG:  checkpoint starting: xlog time
1464831581.528 2016-06-02 01:39:41 UTC 3337  [574d85aa.d09:1140] LOG:  checkpoint complete: wrote 32066 buffers (1.5%); 0 transaction log file(s) added, 0 removed, 139 recycled; write=299.414 s, sync=0.050 s, total=299.902 s; sync files=525, longest=0.007 s, average=0.000 s; distance=6693608 kB, estimate=6693608 kB
1464831596.182 2016-06-02 01:39:56 UTC 3337  [574d85aa.d09:1141] LOG:  checkpoint starting: immediate force wait
1464831602.331 2016-06-02 01:40:02 UTC 3337  [574d85aa.d09:1142] LOG:  checkpoint complete: wrote 148277 buffers (7.1%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=5.620 s, sync=0.016 s, total=6.148 s; sync files=513, longest=0.006 s, average=0.000 s; distance=3215501 kB, estimate=6345797 kB
1464831681.784 2016-06-02 01:41:21 UTC 3337  [574d85aa.d09:1143] LOG:  checkpoint starting: xlog
1464831740.720 2016-06-02 01:42:20 UTC 3337  [574d85aa.d09:1144] LOG:  checkpoint complete: wrote 864642 buffers (41.2%); 0 transaction log file(s) added, 0 removed, 196 recycled; write=58.430 s, sync=0.035 s, total=58.936 s; sync files=533, longest=0.006 s, average=0.000 s; distance=6696254 kB, estimate=6696254 kB
